WKT,c_barri,c_carrer_id,c_codi_carrer,c_data_que_va_rebre_la_denominacio,c_denominacio,c_exp_historica_refos,c_fonts_refos,c_genere,c_nom_carrer_actual,c_period,c_segle,c_subtipologia,c_tipologia
"MULTILINESTRING ((2.17462 41.38277,2.17453 41.38298,2.17446 41.38316),(2.17548 41.38184,2.17545 41.3819,2.17526 41.38205,2.17506 41.38222,2.17489 41.38237,2.17482 41.38245,2.17475 41.38253),(2.17475 41.38253,2.17468 41.38264,2.17464 41.38271,2.17462 41.38277))",Gòtic,572,34002,0,carrer,"Pels banys públics medievals que hi havia al carrer, cantonada amb el carrer de la Boqueria. Eren els anomenats banys àrabs tot i que en realitat eren banys jueus. Eren utilitzats per cristians, jueus i musulmans. Fins a finals del segle XV es van fer servir com a banys, després ja van tenir altres usos. Van ser enderrocats el 1834.",Víctor Balaguer. Las calles de Barcelona en 1865,,Banys Nous,Medieval,S. XV,Civil,Infraestructura
"MULTILINESTRING ((2.17898 41.38203,2.17906 41.38199),(2.17842 41.38289,2.17846 41.38276,2.17848 41.38266,2.1785 41.38261,2.17854 41.38253,2.17858 41.38245,2.17864 41.38237,2.17868 41.38233),(2.17875 41.38224,2.17898 41.38203),(2.17868 41.38233,2.1787 41.38228,2.17875 41.38224))",Gòtic,573,242203,0,carrer,"El carrer, amb el nom de Palma ja es cita l'any 1224 i el 1437, segons Jesús Portavella. L'any 1601 es diu Forn de la Palma. En escriptures del segle XVII s'anomena d'en Palma i, en ocasions, de Sant Just. Palma pot tenir el significat de plana o de planell. Sant Just és per l'accés a la plaça amb l'església d'aquest nom.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator;
Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986; Arxiu Històric de la Ciutat de Barcelona (HCB); Josep Roca i Ramon N. Comas. Manuscrits B-138 al 141 de l´AHCB. 1922; Jesús Portavella.",,de la Palma de Sant Just,Modern,S. XVII,Religiosa,Infraestructura
"MULTILINESTRING ((2.177 41.38291,2.1762 41.38343),(2.1762 41.38343,2.176 41.38358),(2.17578 41.38373,2.17559 41.38387),(2.17559 41.38387,2.17529 41.3841))",Gòtic,574,232505,0,carrer,Per trobar-se davant del palau del Bisbe. Els prelats de Barcelona hi han tingut la seva residència des d'abans del segle XIII al Palau Episcopal. El traçat del carrer correspon amb el de la via Decumanus de la ciutat romana de Bàrcino.,Víctor Balaguer. Las calles de Barcelona en 1865,,del Bisbe,Medieval,S. XIII,Religiosa,Infraestructura
"LINESTRING (2.17875 41.38275,2.17882 41.3828,2.179 41.38289,2.17919 41.38299,2.17938 41.38305)",Gòtic,576,71701,0,Baixada,"Segons Víctor Balaguer, el cognom Caçador va pertànyer a una familia nobiliaria. Guillem Caçador (Vic, 1510 - Barcelona, 1570) va ser conseller de Catalunya i bisbe de Barcelona. Va assistir al Concili de Trento on la seva postura va ser d'equilibri entre el rigorisme castellà i el curialisme.",Víctor Balaguer. Las calles de Barcelona en 1865,,Caçador,Modern,S. XVI,,Famílies
"LINESTRING (2.17461 41.38158,2.17458 41.3816,2.17447 41.38177)",Gòtic,577,11608,0,carrer,"Coexisteixen dues explicacions sobre la dedicació del carrer. Víctor Balaguer diu que podria ser pel cognom d'una família catalana molt estesa per la ciutat medieval, probablement hi va viure al carrer o hi tenia propietats. De l'altra, fa referència a una alzina d'un jardí del carrer. Ja existia amb el mateix nom al segle XV.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator; Víctor Balaguer. Las calles de Barcelona en 1865; Arxiu Capitular de la Catedral de Barcelona; llibres d´esposalles;  Lluís Almerich i Sellarés. Història dels carrers de la Barcelona Vella. Ed. Millà, 1949",,Alsina,Medieval,S. XIV,,Diverses propostes
"MULTILINESTRING ((2.17456 41.38063,2.17465 41.38056),(2.17485 41.38041,2.17493 41.38036),(2.17465 41.38056,2.17485 41.38041))",Gòtic,578,187003,0,passatge,"Pascual Madoz Ibáñez de Iriarte (1806 - 1870). Advocat i polític progressita. Va ser governador civil de Barcelona, president de les Corts constituents i ministre de Finances. Per la seva intervenció, la ciutat aconseguí l'autorització per enderrocar les muralles (1854).","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Madoz,Contemporani,S. XIX,Polític,Persona
"LINESTRING (2.17369 41.38514,2.17388 41.38523,2.17394 41.38518)",Gòtic,579,700649,0,plaça,Carles Pi i Sunyer (1888-1971). Enginyer industrial i polític. Va ser diputat al Parlament de Catalunya i a les Corts espanyoles. Fou conseller de Finances de la Generalitat (1932) i alcalde de Barcelona (1934). Després de la Guerra Civil va marxar a l'exili cap a França i Londres. El 1952 s'establí a Caracas.,"Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Carles Pi i Sunyer,Contemporani,S. XX,Polític,Persona
"LINESTRING (2.17297 41.38488,2.1729 41.38499,2.17282 41.38511,2.17276 41.38519)",Gòtic,580,127001,0,carrer,"Coexisteixen diverses versions sobre l'origen del nom del carrer. Segons Roca i Comas, era el cognom d'una antiga i noble família catalana. Joan Amades proporciona dues versions més: d'una banda, per haver-hi viscut sant Josep Oriol, qualificat pels seus contemporanis com la flor dels capellans; d'una altra, pel nom d'un bordell.","Josep Roca i Ramon N. Comas. Manuscrits B-138 al 141 de
l´AHCB. 1922; Joan Amades. Històries i Llegendes de Barcelona. Edicions
62; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986.",,Flor,s.d,s.d,,Gremis i oficis
"MULTILINESTRING ((2.17845 41.38372,2.17825 41.38388),(2.17873 41.38396,2.17845 41.38372),(2.17825 41.38388,2.17854 41.3841),(2.17873 41.38396,2.17854 41.3841))",Gòtic,581,16000,0,plaça,"Segons explica Víctor Balaguer deu el seu nom a un miracle. Era l'any 878 quan una processó traslladava les restes de Santa Eulàlia trobades a Santa Maria del Mar cap a la catedral. Durant el trasllat  es va aparèixer un àngel que va assenyalar la porta d'entrada a la ciutat. A partir de l'any 1618 en el portal de la muralla, es va col·locar un àngel que assenyala una imatge de santa Eulàlia.",Víctor Balaguer. Las calles de Barcelona en 1865,,de l'Àngel,Medieval,S. IX,,Al·legòric
"MULTILINESTRING ((2.17717 41.38028,2.17715 41.38033,2.17714 41.3807),(2.17714 41.3807,2.17723 41.38092))",Gòtic,582,18800,0,carrer,Cognom d'una família barcelonina probablement relacionada amb l'obertura del carrer. Consta que el carrer ja tenia aquest nom l'any 1523.,"Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator; Lluís Almerich i Sellarés. Història dels carrers de la Barcelona Vella. Ed. Millà, 1949; Arxiu Capitular de la Catedral de Barcelona; es.23;  Mossèn Miralles. Notes.",,de n'Arai,Modern,S. XVI,,Famílies
"MULTILINESTRING ((2.17348 41.3813,2.17376 41.38137),(2.17376 41.38137,2.17412 41.38147),(2.17412 41.38147,2.17461 41.38158),(2.17527 41.38175,2.17535 41.38178,2.17547 41.38182,2.17548 41.38184),(2.17495 41.38167,2.1751 41.3817,2.17527 41.38175),(2.17461 41.38158,2.17483 41.38163),(2.17483 41.38163,2.17495 41.38167))",Gòtic,583,45508,0,carrer,"El cronista Pujades creu que és el nom corrupte de bocaria. També de badar o bocar. Pels ciutadans que badaven davant de la porta d'Almeria que Ramon Berenguer IV es va emportar com a botí de guerra després de la conquesta de la ciutat el 1147.  La bocaria també era una mena d'abocador d'aigües construït a la muralla medieval, des d'on es desviaven l'avinguda d’aigües de la Rambla.","Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986; Unitat Operativa del Pla de la Ciutat; Jeroni Pujades: Crònica Universal del Principat de Catalunya (1609)",,Boqueria,Medieval,S. XII,,Al·legòric
"MULTILINESTRING ((2.17842 41.38289,2.17829 41.38283,2.1782 41.38292),(2.17849 41.38293,2.17842 41.38289),(2.1782 41.38292,2.17841 41.383),(2.17841 41.383,2.17849 41.38293))",Gòtic,584,305700,0,plaça,"Just i Pastor van ser dos infants màrtirs morts l'any 304 per la persecució de Dioclecià. El carrer dóna davant de l'església de Sant Just. El temple actual, d'estil gòtic, s'inicià el 1345 al mateix lloc on hi havia la primitiva església romànica i l'antiga visigòtica. La plaça es va crear al segle XIX quan es va urbanitzar el solar que ocupava l'antic cementiri de la parròquia.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",Home,"	de Sant Just",Medieval,S. XIV,Sant/a,Persona
"LINESTRING (2.17711 41.38298,2.1769 41.38315,2.17716 41.38335,2.17704 41.38347,2.17691 41.38357,2.17686 41.3836)",Gòtic,585,244708,0,carrer,"Víctor Balaguer admet que coexisteixen diverses versions sobre l'origen del nom: paradís equival jardí plantat d'arbres. Però paradís també és una adulteració de pereis o perais, nom que deriva de pedra, i que vol dir lloc ple de pedres. En el número 10 es conserven les restes del temple romà d'August i  una roda de moli recorda que era el punt més alt de la ciutat, el mont Tàber.","Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986; Unitat Operativa del Pla de la Ciutat;",,Paradís,s.d,s.d,,Diverses propostes
"MULTILINESTRING ((2.17695 41.37861,2.17669 41.37844,2.17641 41.37829,2.17632 41.37844),(2.17632 41.37844,2.17678 41.37876))",Gòtic,586,701152,1997,plaça,"Joaquim Xirau i Palau (1895-1946). Filòsof i pedagog. Va ser catedràtic d'institut a Vigo i de la Universitat de Saragossa. Es va traslladà a Barcelona l'any 1927, on exercí fins el 1939, quan es va haver d'exiliar a Mèxic per les seves idees socialistes i republicanes. Va escriure nombroses obres de filosofia.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Joaquim Xirau i Palau,Contemporani,S. XX,Acadèmic o Filòsof,Persona
"MULTILINESTRING ((2.17272 41.38369,2.17265 41.38377,2.17239 41.38396),(2.17223 41.38389,2.17239 41.38396))",Gòtic,587,189304,0,costeta,"Passatge obert al trànsit en els terrenys on la família Magarola va construir el seu palau al segle XVIII. La porta del passatge és la de l'antic palau, amb l'escut del llinatge a la llinda. La casa va ser la seu de la procura a Barcelona de Montserrat.","Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986; Josep Moran Ocerinjauregui. Toponímia del Pla de
Barcelona. 1980; Altres escrits i informes",,Magarola,Contemporani,S. XVIII,,Famílies
"LINESTRING (2.17398 41.38328,2.17369 41.38322,2.1736 41.38342,2.1735 41.38365,2.17348 41.3837,2.17346 41.38373)",Gòtic,588,253709,0,carrer,"Segons Víctor Balaguer podria ser el nom d'un conegut bandoler, Pere Rocaguinarda. Bandoler, cap dels nyerros i que Cervantes menciona en el Quixot. D'altra banda, els historiadors Roca i Comas afirmen que es pot tractar de Pedro Ladrón Ridaure, cavaller aragonès.","Víctor Balaguer. Las calles de Barcelona en 1865; Arxiu Històric de la Ciutat de Barcelona (HCB); Josep Roca i Ramon N. Comas. Manuscrits B-138 al 141 de l´AHCB. 1922",Home,de Perot lo Lladre,Modern,S. XVII,Altres,Persona
"MULTILINESTRING ((2.17406 41.38265,2.17403 41.38273,2.174 41.38284,2.17399 41.38295,2.17397 41.3831,2.17397 41.38318,2.17398 41.38328),(2.17398 41.38328,2.17399 41.38342,2.17397 41.38356,2.17394 41.3837,2.17389 41.38388))",Gòtic,589,256004,0,carrer,"El cronista Jeroni Pujades  (1568 – 1635) explica que hi va créixer un pi al mig de la plaça que toca al carrer, just davant de la porta del temple. D’altra banda, la llegenda popular diu que un mariner, supervivent de la guerra contra els sarraïns, va trobar una imatge de la Mare de la Déu a la copa d’un pi. D’aquí també l’origen del temple que hi ha actualment.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,"	del Pi",Modern,S. XVI,,Diverses propostes
"MULTILINESTRING ((2.17759 41.38141,2.17771 41.38147,2.1779 41.38154,2.17809 41.38165,2.17809 41.38164),(2.17809 41.38164,2.17817 41.38178,2.17825 41.38198))",Gòtic,590,333003,0,carrer,"Segons Víctor Balaguer, l'any 1133 Ramon Bernat de Maçanet va donar una casa amurallada als Templers per a que fessin la seva residència. L'ordre va construir el Palau menor on va residir fins la seva dissolució l'any 1312 . Anys més tard, Pere el Cerimoniós compra el palau per regalar-lo a la seva esposa, la reina Elionor de Sicília.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,Templers,Medieval,S. XII,Religiosa,Infraestructura
"MULTILINESTRING ((2.17947 41.37792,2.17857 41.37826,2.1785 41.37825),(2.17907 41.37848,2.17958 41.3783,2.17975 41.37824),(2.1785 41.37825,2.17873 41.37862),(2.17873 41.37862,2.17907 41.37848))",Gòtic,591,106205,0,carrer,"Luis de la Cerda y de la Vega (segle XVI). Va ser el XIV Duc de Medinaceli. La plaça ocupa part dels terrenys de l'antic convent de Sant Francesc donat per la família Montcada. En tancar-se el convent per la desamortització, el duc, com hereu dels Montcada, el va reivindicar.","Josep Moran Ocerinjauregui. Toponímia del Pla de
Barcelona. 1980; Altres escrits i informes; Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Duc de Medinaceli,Modern,S. XVI,Aristocràcia,Persona
"LINESTRING (2.17347 41.38239,2.1734 41.38244,2.17332 41.38251,2.17323 41.38258,2.17313 41.38266,2.17307 41.38271,2.17296 41.3828,2.17287 41.38286,2.17281 41.38291,2.17272 41.38298,2.17263 41.38305,2.17257 41.38314,2.17243 41.38332)",Gòtic,593,254508,0,carrer,"Coexisteixen diverses versions sobre l’origen del nom. Víctor Balaguer diu que podria ser un nom familiar i també assegura que en aquest carrer hi havia una casa amb una gran cara de pedra que indicava que hi havia un burdell. Jesús Portavella afegeix que es deu a la corrupció de pedritxol, perquè al carrer hi havia un pedrís que dificultava la circulació dels carruatges. També podria ser l'adulteració de portitxol, equivalent a portalet o pòrtic petit.","Víctor Balaguer. Las calles de Barcelona en 1865; Nomenclàtor 1980 de les Vies Públiques de Barcelona; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986; Jesús Portavella",,Petritxol,Medieval,s.d,,Diverses propostes
"MULTILINESTRING ((2.18083 41.38078,2.18157 41.38052),(2.18035 41.38097,2.18083 41.38078))",Gòtic,594,200407,0,carrer,"Nissaga de polítics i navegants que donà importants personatges a la ciutat des del segle XIII. En destaquen: Ramon Marquet (1235 - 1302). Vicealmirall de Catalunya que juntament amb Roger de Llúria i Berenguer Mallol, aconseguí el domini de la Mediterrània. Galceran Marquet va ser conseller (segle XIV) i va comandar les galeres de la ciutat que formaven part de l'expedició reial contra Gènova.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986; Arxiu Històric de la Ciutat de Barcelona (HCB); Josep Roca i Ramon N. Comas. Manuscrits B-138 al 141 de
l´AHCB. 1922",,d'en Marquet,Medieval,S. XIII,,Famílies
"MULTILINESTRING ((2.18001 41.3811,2.18035 41.38097),(2.17882 41.38158,2.17884 41.38158,2.17892 41.38154),(2.17947 41.38121,2.17976 41.38117,2.18001 41.3811),(2.17892 41.38154,2.17905 41.38148,2.17907 41.38148,2.17916 41.38142,2.17941 41.38124,2.17947 41.38121))",Gòtic,595,277503,0,carrer,"Coexisteixen dues explicacions sobre l'origen del nom. D'una banda, es pot tractar d'un cognom de família. Mateu Regomir fou canceller de la ciutat l'any 1258. Per una altra, pot fer referència al comte Mir. A l'inici del segle XI, va dur a terme la restauració del vell rec romà, desviant el corrent Merdanç fins a la baixada que s'anomenà del Regomir.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,Regomir,Medieval,S. XIII,,Famílies
"LINESTRING (2.17412 41.38147,2.17419 41.38139,2.17434 41.38124,2.17446 41.38112,2.17463 41.38096,2.17471 41.3809,2.17481 41.38082)",Gòtic,596,272703,0,carrer,"Cognom d'una antiga nissaga barcelonina que es van distingir en l’àmbit jurídic, militar i religiós. Jesús Portavella en destaca un tal Quintana que l'any 1391, durant el regnat de Joan I, comandava una galera en una expedició a Sardenya.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,Quintana,Medieval,S. XIV,,Famílies
"MULTILINESTRING ((2.1794 41.37892,2.17905 41.37909),(2.1793 41.37943,2.17965 41.37927))",Gòtic,597,209401,0,plaça,Per la Basílica i l'antic convent de la Mercè. L'església és d'estil barroc està dedicada a la Verge de la Mercè patrona de Barcelona. El temple es inaugurar l'any 1775. El 1888 es va construir una gran cúpula sobre el creuer  i es coronà amb una imatge de la Mare de Déu de la Mercè.,"	Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986.",,Mercè,Modern,S. XVIII,Religiosa,Infraestructura
"MULTILINESTRING ((2.17924 41.38025,2.17952 41.38012,2.17968 41.38005),(2.17733 41.38087,2.1775 41.38081,2.17771 41.38074,2.17802 41.38061),(2.1789 41.38037,2.17915 41.38028,2.17924 41.38025),(2.17802 41.38061,2.17816 41.38057,2.17838 41.38051,2.17857 41.38046,2.17879 41.3804,2.1789 41.38037),(2.1764 41.38128,2.17652 41.38123,2.17689 41.38107,2.17705 41.38101,2.1772 41.38094,2.17723 41.38092),(2.17548 41.38184,2.1756 41.38176,2.17564 41.38178,2.17585 41.38165),(2.17611 41.38147,2.1764 41.38128),(2.17585 41.38165,2.17611 41.38147))",Gòtic,598,29400,0,carrer,"Nom de família catalana, membres de la qual apareixen en documents dels segles XIV i XV. Fins ben entrat el S. XX, el carrer Avinyó només ocupava un tram del que és ara. L’any 1920 el consistori va decidir que el carrer d'Avinyó fos tot el traçat que va del carrer Ferran fins el carrer ample.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,Avinyó,Medieval,S. XIV,,Famílies
"LINESTRING (2.17759 41.38141,2.17763 41.38141,2.17776 41.38132,2.1783 41.38107)",Gòtic,599,241302,0,carrer,"Per l'antic Palau Reial Menor de Barcelona, enderrocat l'any 1855.
Víctor Balaguer explica que  en el segle XIII va ser la Casa Capitular dels Templers i que hi van residir fins la seva dissolució l'any 1312. Anys més tard, Pere el Cerimoniós el va comprar per regalar-lo a la seva esposa, la reina Elionor de Sicília, per això va dir-se Palau de la Reina.","Víctor Balaguer. Las calles de Barcelona en 1865
Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986; Arxiu Històric de la Ciutat de Barcelona (HCB); Josep Roca i Ramon N. Comas. Manuscrits B-138 al 141 de l´AHCB. 1922",,Palau,Medieval,S. XIV,Civil,Infraestructura
"LINESTRING (2.17678 41.37876,2.17722 41.37907)",Gòtic,600,701224,1997,carrer,"Josep Pijoan i Soteras (Barcelona, 1879 - Lausana, 1963). Historiador, poeta, assagista i tractadista d'art. Va treballar en la defensa, la recuperació i la divulgació de l’art romànic. Va intervenir en la restauració i el trasllat d'obres romàniques disperses al Museu d'Art de Catalunya.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Josep Pijoan,Contemporani,S. XIX,Historiador o Arqueòleg,Persona
"MULTILINESTRING ((2.17696 41.38215,2.17707 41.38223,2.17701 41.38228,2.17703 41.38229,2.17684 41.38244),(2.17684 41.38244,2.17673 41.38253,2.17667 41.38262),(2.17727 41.38275,2.17684 41.38244),(2.17667 41.38262,2.177 41.38291),(2.177 41.38291,2.17711 41.38298),(2.17732 41.38284,2.17736 41.38281,2.17727 41.38275),(2.17711 41.38298,2.17732 41.38284))",Gòtic,601,303705,1940,plaça,"Per l’antiga església de Sant Jaume establerta el segle XI. Des de temps immemorials ha sigut el centre neuràlgic de la ciutat. Antigament era una petita cruïlla que creuava la ciutat. L'any 1598 es decidir ampliar el Palau de la Generalitat fins al porxo de l'església. L'any 1823 s'enderroca l'església i altres edificis per formar la gran plaça actual, que s'obrí el 1840.","Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986; Unitat Operativa del Pla de la Ciutat",,Sant Jaume,Medieval,S. XI,Religiosa,Infraestructura
"LINESTRING (2.17475 41.38382,2.17497 41.38368)",Gòtic,602,701211,1996,plaça,Pren el nom de Frederic Marès i Deulovol (1893 - 1991). Escultor i col·leccionista. Director de l'Escola d'Arts i Oficis Artístics de Barcelona (1946) i de l'Escola Superior de Belles Arts de Sant Jordi.  La seva obra es centra en retrats i escultures funeràries. Va participar en la reconstrucció de bona part del patrimoni religiós destruït durant la Guerra Civil. Va rebre amb nombrosos guardons.,"Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Frederic Marès,Contemporani,S. XX,Artista,Persona
"LINESTRING (2.1731 41.38449,2.17254 41.38426)",Gòtic,603,106500,2007,carrer,"Francesc Pujols i Morgades (Barcelona, 1882 - Martorell, 1962). Escriptor, poeta, filòsof i crític d'art. L'any 1908 fou designat secretari de l'agrupació Les Arts i els Artistes. Fou membre de la Junta de Museus de Barcelona i secretari de l'Ateneu Barcelonès. El 1939 s'exilià a França i en tornà el 1942. Va escriure sobre temes diversos i col·laborà en nombroses publicacions de l'època.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Francesc Pujols,Contemporani,S. XX,Escriptor/a,Persona
"LINESTRING (2.1761 41.3777,2.17581 41.37764,2.17571 41.37762,2.17563 41.37759,2.17496 41.37718)",Gòtic,605,317801,0,carrer,"Per l'església dedicada a Santa Mònica (Tagaste, 332 - Òstia, 387). Aquest carrer era a tocar de l'antiga esglèsia de Sant Josep i Santa Mònica construida al segle XVII, situada al costat del Convent dels Agustins o de Santa Mònica. El convent és l'actual Centre Cultural Arts Santa Mònica. L'any 1936 va ser atacada i destruïda per milicians de la CNT-FAI. Acabada la guerra va ser reconstruida.","varis autors. Bibliotheca Sanctorum; Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Dona,Santa Mònica,Antic,S. XVII,Sant/a,Persona
"LINESTRING (2.1764 41.38015,2.17667 41.37992)",Gòtic,606,2902,0,carrer,"Possible malnom d'un personatge que visqué al carrer a l'edat mitjana; no consta aquest cognom en les fonts genealògiques consultades. Possible nom de família",Víctor Balaguer. Las calles de Barcelona en 1865,,Aglà,Medieval,s.d,,Famílies
"MULTILINESTRING ((2.17711 41.38015,2.1773 41.38002,2.17742 41.38012),(2.17702 41.38021,2.17711 41.38015))",Barceloneta,607,278700,0,Moll,"Pel rellotge ubicat en el centre d'aquest passatge que assenyalava les hores de les grans capitals del món, els dies del mes i les fases de la lluna. El rellotge, ja desaparegut, era obra Albert Billeter, un rellotger suís que es va establir al barri de gràcia al segle XIX.
El passatge el van construir els seus propietaris, els banquers Arnús i Codina, l'any 1862.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,del Rellotge,Modern,S. XIX,,Al·legòric
"MULTILINESTRING ((2.17825 41.38388,2.17803 41.38403,2.17793 41.38411,2.17783 41.38418),(2.17653 41.38471,2.17633 41.38488),(2.17783 41.38418,2.17774 41.38421,2.17764 41.38429,2.17756 41.38435,2.17736 41.38449),(2.17736 41.38449,2.17715 41.38457,2.17653 41.38471))",Gòtic,608,330402,0,carrer,"En aquest carrer es van establir els obradors de tapins, una mena de sandàlies amb una plataforma de suro folrada de cuir i amb una coberta de roba, que usaven antigament les dones. Aquestes sabates servien per guarir-se de la humitat i per fer més altes a les seves portadores. Segons els historiadors Roca i Comas, originàriament aquests artesans s'anomenaven  xapins i xapiners.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986; Josep Roca i Ramon N. Comas. Manuscrits B-138 al 141 de l´AHCB. 1922.",,Tapineria,Medieval,S. XIV,,Gremis i oficis
"LINESTRING (2.1789 41.38037,2.17909 41.38062,2.17953 41.38067,2.17961 41.38064)",Gòtic,609,211607,0,carrer,"El carrer es va obrir sobre el 1850 i segons Víctor Balaguer, deu el nom vella nissaga de militars que tenia terrenys al carrer. L'autor recorda a un membre de la família, general Francesc Milans del Bosch (? - 1829), distingit en la guerra del Francès i liberal lluitador per les idees progressistes. A la mateixa nissaga pertany Jaime Milans del Bosch que va participar el cop d'estat de 1981.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986;",,de Milans,Contemporani,S. XIX,,Famílies
"MULTILINESTRING ((2.17532 41.3804,2.1754 41.38045),(2.1754 41.38045,2.17571 41.3807))",Gòtic,610,345002,0,carrer,"L'origen del nom del carrer té tres versions: Per Andreu Avel·lí Pi Arimon, es tracta de la corrupció de tres lleis, abans Trium Legem, referides a les jurisdiccions de les parròquies del barri. Per Antoni Bofarull, és el nom d'un bordell. Altres fonts diuen que deriva de tras litg, canvi de lleis que feien els jueus conversos.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,Tres Llits,Medieval,s.d,,Diverses propostes
"LINESTRING (2.18799 41.38152,2.18834 41.38065)",Barceloneta,612,9708,1897,carrer,"Els antics magatzems del port servien per dipositar els gèneres que no podien entrar per no complir la normativa exigida per la Duana.
Segons Manuel García-Martín, el nom es deu concretament a l’existència al carrer d’un dipòsit d’Hisenda.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator

García-Martín, Manuel: El barrio de la playa de Barcelona que la voz común llamó Barceloneta. Catalana de Gas, S.A. Barcelona, 1989.",,del Magatzem,1897-1907,S. XIX,Civil,Infraestructura
"MULTILINESTRING ((2.18846 41.37708,2.18896 41.37719),(2.18896 41.37719,2.18913 41.37723),(2.18913 41.37723,2.1893 41.37727),(2.18965 41.37735,2.18982 41.37738),(2.1893 41.37727,2.18947 41.37731),(2.18947 41.37731,2.18965 41.37735),(2.19016 41.37747,2.19033 41.3775),(2.19033 41.3775,2.1905 41.37754),(2.191 41.37769,2.19113 41.37779),(2.19083 41.37761,2.19098 41.37765,2.19098 41.37765,2.191 41.37769),(2.1905 41.37754,2.19067 41.37758),(2.19067 41.37758,2.19083 41.37761),(2.18982 41.37738,2.18999 41.37743),(2.18999 41.37743,2.19016 41.37747))",Barceloneta,613,10707,1927,carrer,"Rafael Aixada (Sant Feliu de Guíxols, segle XVI) fou un tinent general de les galeres de Carles I. És recordat sobretot per la seva actuació a la ciutat d'Argel, ja que va salvar el rei després de que les tropes espanyoles fossin derrotades el 13 d’octubre de 1541.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Almirall Aixada,Contemporani,S. XX,Militar o Heroi de Guerra,Persona
"LINESTRING (2.19141 41.38047,2.19172 41.37966)",Barceloneta,614,10809,1947,carrer,"Antoni Barceló i Pont de la Terra (Palma de Mallorca, 1716-1797) fou tinent general de l’Armada. Se li atribueixen diverses gestes, com la derrota naval del pirata Selim (1763) o les accions contra Alger. De fet, com a recompensa per la seva actuació al bombardeig a Alger l’any 1783, el rei Carles III l’ascendí a tinent general. Dos anys abans, el 1779, va participar en els bloquejos navals a Gibraltar.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Almirall Barceló,Franquisme,S. XX,Militar o Heroi de Guerra,Persona
